,sugar index,bake temp,chill time,calories,grams baking soda,bake time,quality,weight,cubed,melted
3959,8.8,580,24.0,110.0,0.4,8.8,8,13.6,0,1
3961,3.0,920,29.0,53.0,0.7,10.3,6,15.0,1,0
3963,13.65,480,52.0,189.0,0.6,9.5,8,13.8,0,1
3964,1.3,250,23.0,111.0,0.37,12.7,8,12.0,0,1
3965,12.6,440,48.0,118.0,0.56,10.0,9,14.2,0,1
3966,4.7,370,39.0,133.0,0.46,10.8,9,12.4,0,1
3967,14.5,450,39.0,193.0,0.5,9.2,8,14.8,0,1
3968,1.1,520,22.0,176.0,0.54,9.3,7,12.8,0,1
3969,2.5,520,40.0,210.0,0.6,10.0,7,13.2,0,1
3970,1.5,370,38.0,93.0,0.49,12.0,8,11.8,0,1
3971,1.7,270,15.0,72.0,0.45,12.5,8,10.2,0,1
3972,9.4,570,34.0,178.0,0.44,10.4,8,14.6,0,1
3973,5.7,610,12.0,94.0,0.69,10.7,8,14.8,0,1
3974,2.3,820,23.0,144.0,0.55,9.4,5,19.0,1,0
3975,1.9,830,42.0,74.0,0.63,11.8,8,20.0,1,0
3976,1.75,580,8.0,22.0,0.49,11.7,5,13.8,1,0
3977,4.2,380,49.0,133.0,0.42,11.3,9,11.6,0,1
3978,11.2,310,41.0,167.0,0.43,11.3,9,15.4,0,1
3979,7.1,450,60.0,221.0,0.45,9.4,8,12.8,0,1
3980,5.9,360,7.0,73.0,0.43,11.9,8,11.6,0,1
3981,1.4,640,37.0,160.0,0.45,11.1,7,13.6,0,1
3982,1.0,680,32.0,143.0,0.4,10.1,7,9.8,0,1
3983,13.0,330,37.0,158.0,0.35,11.3,8,15.6,0,1
3984,2.3,790,6.0,18.0,0.63,9.3,5,15.6,1,0
3985,16.3,550,41.0,182.0,0.54,10.4,8,13.2,0,1
3986,8.0,530,54.0,202.0,0.43,9.3,7,13.4,0,1
3988,3.2,500,14.0,136.0,0.44,10.2,7,14.6,0,1
3989,5.5,480,62.0,172.0,0.45,9.1,8,12.8,0,1
3991,1.4,210,22.0,121.0,0.53,12.7,9,13.4,0,1
3993,12.2,420,52.0,139.0,0.56,10.4,8,13.8,0,1
3994,1.7,410,67.0,164.0,0.56,10.4,8,12.6,0,1
3995,1.7,740,4.0,23.0,0.74,9.2,5,17.6,1,0
3996,2.6,850,14.0,33.0,0.8,10.5,7,20.0,1,0
3997,2.1,270,35.0,138.0,0.42,12.7,8,11.8,0,1
3998,1.2,390,38.0,107.0,0.54,10.8,8,15.8,0,1
3999,5.0,330,28.0,156.0,0.4,12.4,9,13.6,0,1
4000,9.0,310,41.0,134.0,0.26,12.3,9,12.2,0,1
4001,1.5,270,26.0,126.0,0.33,12.2,9,14.2,0,1
4002,7.1,450,62.0,209.0,0.53,9.5,8,12.6,0,1
4003,4.8,340,36.0,158.0,0.45,9.9,8,13.4,0,1
4004,1.1,580,20.0,140.0,0.43,9.7,8,11.6,0,1
4005,6.7,220,44.0,129.0,0.39,11.0,9,10.2,0,1
4006,1.9,430,15.0,134.0,0.38,9.5,7,15.2,0,1
4007,5.7,480,44.0,147.0,0.54,10.0,7,12.6,0,1
4008,11.1,360,20.0,114.0,0.44,12.4,8,7.6,0,1
4009,5.2,940,19.0,98.0,0.52,9.566666667,6,14.8,1,0
4010,12.7,380,33.0,116.0,0.65,10.4,8,13.8,0,1
4011,9.8,310,19.0,125.0,0.47,10.2,8,12.2,0,1
4012,1.8,500,5.0,13.0,0.79,10.2,6,20.2,1,0
4013,8.9,240,17.0,118.0,0.34,10.5,8,16.8,0,1
4014,5.9,370,39.0,97.0,0.4,11.6,8,14.2,0,1
4015,14.5,380,6.0,79.0,0.34,12.5,7,13.4,0,1
4016,1.6,740,3.0,10.0,0.59,9.5,6,17.8,1,0
4017,2.8,1100,33.0,73.0,0.63,10.2,6,15.2,1,0
4018,4.8,370,45.0,138.0,0.43,11.2,9,12.4,0,1
4019,7.7,530,37.0,132.0,0.5,9.4,8,12.0,0,1
4020,8.1,450,54.0,180.0,0.42,9.2,7,13.2,0,1
4021,1.5,350,17.0,83.0,0.44,11.1,9,12.2,0,1
4022,9.7,540,67.0,234.0,0.5,9.0,7,13.4,0,1
4023,7.2,580,22.0,89.0,0.38,9.2,8,14.0,0,1
4024,2.0,960,5.0,35.0,0.42,9.6,5,18.6,1,0
4025,1.9,430,15.0,134.0,0.38,9.5,7,15.2,0,1
4026,1.3,470,21.0,100.0,0.46,9.5,7,11.4,0,1
4027,1.1,640,36.0,191.0,0.5,9.5,8,13.0,0,1
4028,1.9,360,38.0,110.0,0.54,11.4,8,13.2,0,1
4029,2.1,800,11.0,119.0,0.7,10.9,5,13.4,1,0
4031,6.3,430,28.0,113.0,0.58,9.9,8,11.4,0,1
4032,3.8,290,48.0,180.0,0.34,12.0,8,12.0,0,1
4033,2.3,760,23.0,94.0,0.58,9.5,6,15.8,1,0
4034,2.2,360,28.0,128.0,0.38,11.6,8,12.4,0,1
4035,12.8,620,19.0,171.0,0.52,9.0,9,13.6,0,1
4036,4.7,590,28.0,81.0,0.56,12.7,10,12.6,0,1
4037,1.1,490,7.0,119.0,0.36,9.7,8,14.0,0,1
4038,1.1,540,5.0,110.0,0.52,9.1,6,12.8,0,1
4040,7.3,350,23.0,117.0,0.39,11.94,9,12.6,0,1
4041,1.4,690,22.0,108.0,0.52,9.2,7,12.2,0,1
4042,1.5,350,45.0,123.0,0.36,12.6,9,13.4,0,1
4043,8.0,470,35.0,111.0,0.42,10.4,8,12.4,0,1
4044,12.6,510,59.0,173.0,0.38,9.9,7,13.8,0,1
4045,1.4,330,40.0,107.0,0.35,12.4,7,11.6,0,1
4046,2.2,690,35.0,104.0,0.51,9.5,5,14.6,1,0
4047,2.9,890,17.0,40.0,0.55,9.5,5,16.6,1,0
4048,7.6,240,56.0,177.0,0.32,11.5,8,14.4,0,1
4049,5.3,300,30.0,117.0,0.42,12.2,8,15.4,0,1
4050,4.2,380,42.0,119.0,0.5,11.0,7,11.8,0,1
4051,11.7,480,49.0,147.0,0.38,10.8,7,12.6,0,1
4052,2.0,870,12.0,67.0,0.6,9.4,4,14.0,1,0
4053,2.9,770,21.0,127.0,0.62,9.4,5,16.4,1,0
4054,2.3,820,24.0,94.0,0.53,9.7,6,14.2,1,0
4055,1.0,540,9.0,72.0,0.49,9.1,8,17.2,0,1
4057,2.3,420,16.0,85.0,0.56,12.4,8,13.6,0,1
4058,8.5,470,52.0,242.0,0.53,10.5,8,13.6,0,1
4059,1.2,590,7.0,11.0,0.52,11.5,6,14.6,1,0
4060,5.6,1240,21.0,58.0,0.72,10.2,5,13.6,1,0
4061,1.4,490,38.0,173.0,0.52,9.3,7,14.8,0,1
4062,5.6,440,43.0,160.0,0.41,10.6,8,12.8,0,1
4063,8.1,380,9.0,34.0,0.36,12.7,9,11.8,0,1
4064,11.3,460,8.0,110.0,0.46,9.4,7,13.2,0,1
4065,1.8,740,15.0,24.0,0.82,11.2,6,13.6,1,0
4066,12.1,490,31.0,149.0,0.49,10.3,7,14.8,0,1
4067,7.0,470,18.0,87.0,0.64,10.6,7,16.4,0,1
4068,6.9,410,62.0,150.0,0.37,10.0,8,15.0,0,1
4069,1.6,460,50.0,181.0,0.42,11.0,9,14.2,0,1
4070,5.8,400,25.0,136.0,0.58,9.5,8,14.0,0,1
4072,5.1,420,37.0,144.0,0.59,10.2,8,14.0,0,1
4073,0.9,330,17.0,51.0,0.7,9.4,8,12.4,0,1
4074,7.0,450,36.0,147.0,0.57,9.7,8,10.8,0,1
4075,10.3,590,28.0,99.0,0.47,10.0,8,15.6,0,1
4076,4.4,710,11.0,32.0,0.63,11.6,6,12.4,1,0
4077,8.9,480,32.0,111.0,0.54,11.0,9,13.4,0,1
4078,1.5,310,21.0,57.0,0.55,11.0,8,11.6,0,1
4079,2.1,640,40.0,54.0,0.93,10.7,6,12.0,1,0
4080,1.9,800,8.0,25.0,0.73,10.5,5,13.2,1,0
4081,4.5,440,31.0,109.0,0.36,9.4,7,14.4,0,1
4082,1.3,450,35.0,140.0,0.4,12.0,8,15.6,0,1
4083,12.4,440,62.0,240.0,0.42,9.2,8,14.2,0,1
4084,2.6,870,26.0,72.0,0.68,11.0,5,14.8,1,0
4085,1.5,500,56.0,189.0,0.49,9.6,7,12.0,0,1
4086,8.7,1260,49.0,199.0,0.57,9.4,7,15.0,0,1
4087,7.6,400,45.0,215.0,0.53,9.2,8,15.2,0,1
4088,2.6,810,10.0,37.0,0.5,11.0,5,13.8,1,0
4089,6.1,320,19.0,86.0,0.26,13.4,10,12.4,0,1
4090,1.8,330,45.0,142.0,0.5,12.7,8,11.8,0,1
4091,8.8,630,39.0,184.0,0.63,9.2,8,15.4,0,1
4092,1.5,390,36.0,110.0,0.65,12.0,8,13.0,0,1
4093,17.8,470,42.0,111.0,0.45,8.9,8,12.0,0,1
4094,2.5,810,17.0,87.0,0.6,9.7,6,14.2,1,0
4095,13.7,560,33.0,168.0,0.44,8.7,9,14.8,0,1
4096,11.0,400,31.0,117.0,0.29,9.2,8,15.4,0,1
4097,3.9,270,39.0,96.0,0.6,12.6,10,13.2,0,1
4098,1.1,330,20.0,57.0,0.51,11.0,8,16.6,0,1
4099,4.2,300,29.0,118.0,0.36,12.8,10,7.8,0,1
4101,8.1,440,53.0,202.0,0.48,9.5,7,13.2,0,1
4102,4.0,340,12.0,88.0,0.54,13.0,8,13.4,0,1
4103,1.9,760,7.0,32.0,0.54,9.6,5,15.8,1,0
4104,1.9,840,6.0,12.0,0.49,9.7,4,15.0,1,0
4105,1.75,360,17.0,73.0,0.51,12.33333333,7,10.2,0,1
4106,2.5,960,20.0,53.0,0.65,11.0,6,14.2,1,0
4107,10.7,760,47.0,154.0,0.38,9.0,7,13.6,0,1
4108,14.3,580,55.0,194.0,0.44,9.0,8,14.4,0,1
4109,1.5,510,46.0,142.0,0.42,10.1,8,12.6,0,1
4110,8.2,550,49.0,188.0,0.58,9.7,8,14.8,0,1
4111,11.6,440,57.0,220.0,0.53,9.3,7,13.6,0,1
4112,1.1,330,38.0,67.0,0.38,11.5,8,12.0,0,1
4113,1.1,430,17.0,67.0,0.53,10.3,8,11.2,0,1
4114,10.3,300,26.0,108.0,0.36,10.7,8,12.4,0,1
4115,13.9,560,33.0,95.0,0.39,9.4,8,13.2,0,1
4116,14.9,510,33.0,118.0,0.54,9.0,8,13.2,0,1
4117,13.7,560,33.0,168.0,0.44,8.7,9,14.8,0,1
4118,1.2,320,63.0,148.0,0.44,11.2,7,12.0,0,1
4119,1.4,660,27.0,128.0,0.55,9.3,7,12.0,0,1
4120,6.6,430,11.0,73.0,0.38,11.6,7,18.0,0,1
4121,3.0,870,21.0,43.0,0.57,10.5,6,15.2,1,0
4122,1.5,610,12.0,120.0,0.46,10.4,7,14.4,0,1
4123,1.6,900,4.0,11.0,0.65,9.55,5,17.4,1,0
4124,2.0,780,10.0,28.0,0.51,9.9,6,14.4,1,0
4127,1.2,460,29.0,92.0,0.53,11.3,8,12.0,0,1
4128,4.3,300,10.0,102.0,0.87,11.6,6,13.8,0,1
4129,2.1,740,9.0,25.0,0.56,9.5,6,13.6,1,0
4130,1.0,370,24.0,88.0,0.55,10.65,9,11.8,0,1
4131,10.5,450,49.0,155.0,0.44,8.7,7,14.2,0,1
4132,1.1,1320,42.0,127.0,0.44,9.1,8,13.6,0,1
4133,1.8,950,25.0,99.0,0.54,10.1,5,15.0,1,0
4134,1.4,250,17.0,76.0,0.44,11.0,8,13.4,0,1
4135,4.2,400,37.0,117.0,0.43,11.3,8,12.6,0,1
4136,11.6,420,45.0,153.0,0.43,8.8,7,12.8,0,1
4137,1.6,440,12.0,87.0,0.46,10.5,8,14.0,0,1
4138,15.9,460,26.0,164.0,0.5,8.8,8,12.0,0,1
4139,2.4,750,10.0,28.0,0.61,10.4,5,20.4,1,0
4140,6.2,470,36.0,117.0,0.43,9.6,8,13.4,0,1
4142,17.3,510,17.0,149.0,0.43,9.4,8,13.2,0,1
4144,11.8,440,52.0,152.0,0.46,8.7,8,14.2,0,1
4145,8.3,340,29.0,81.0,0.39,12.5,8,13.4,0,1
4146,2.6,910,18.0,77.0,0.51,9.4,5,18.4,1,0
4147,2.6,770,8.0,20.0,0.53,11.0,5,23.0,1,0
4148,1.5,340,20.0,126.0,0.39,10.6,8,14.8,0,1
4149,12.1,400,61.0,248.0,0.58,9.7,7,13.4,0,1
4150,1.1,1300,58.0,140.0,0.39,9.3,9,13.2,0,1
4151,0.9,350,6.0,81.0,0.35,9.5,6,12.4,0,1
4153,1.5,440,48.0,143.0,0.52,12.4,9,13.2,0,1
4154,1.8,470,29.0,91.0,0.43,9.9,8,14.0,0,1
4155,16.75,500,43.0,163.0,0.54,9.2,7,15.2,0,1
4156,2.0,420,63.0,123.0,0.42,11.4,8,12.0,0,1
4157,8.7,360,41.0,191.0,0.56,11.0,8,13.2,0,1
4158,5.8,380,42.0,111.0,0.53,11.9,9,12.8,0,1
4159,13.1,500,52.0,204.0,0.49,8.8,7,14.2,0,1
4160,9.9,410,64.0,174.0,0.5,10.1,8,13.2,0,1
4161,10.4,430,61.0,132.0,0.46,9.1,8,12.6,0,1
4162,9.7,440,30.0,140.0,0.47,9.1,8,12.8,0,1
4163,2.0,950,5.0,77.0,0.62,9.1,6,16.4,1,0
4165,5.0,400,18.0,56.0,0.48,12.4,8,15.2,0,1
4166,5.4,540,53.0,143.0,0.54,11.0,9,13.6,0,1
4167,2.0,290,21.0,63.0,0.63,12.5,8,14.4,0,1
4168,1.4,210,22.0,121.0,0.53,12.7,9,13.4,0,1
4169,6.1,290,12.0,93.0,0.27,12.8,9,13.2,0,1
4170,11.8,550,51.0,170.0,0.82,8.9,8,16.8,0,1
4171,8.6,560,26.0,111.0,0.52,9.5,7,14.2,0,1
4172,2.7,660,15.0,58.0,0.78,11.8,6,15.4,1,0
4173,1.2,510,11.0,137.0,0.46,11.0,8,16.6,0,1
4174,2.5,780,6.0,23.0,0.58,11.2,5,15.2,1,0
4175,1.9,650,8.0,17.0,0.71,10.5,6,18.2,1,0
4176,12.7,580,42.0,206.0,0.38,12.3,8,11.6,0,1
4177,1.9,900,16.0,63.0,0.82,9.6,5,16.8,1,0
4178,1.2,510,39.0,122.0,0.75,11.3,9,12.8,0,1
4179,2.9,390,10.0,108.0,0.5,10.0,7,11.0,0,1
4180,1.4,470,30.0,90.0,0.54,11.2,8,13.6,0,1
4181,12.6,390,19.0,124.0,0.43,10.6,8,12.8,0,1
4182,4.7,300,56.0,140.0,0.42,12.5,10,12.2,0,1
4183,7.4,530,34.0,149.0,0.53,9.8,7,12.6,0,1
4184,14.3,450,45.0,213.0,0.63,9.2,7,15.4,0,1
4185,7.4,690,28.0,160.0,0.46,9.8,8,14.0,0,1
4186,1.9,740,21.0,49.0,0.62,9.8,6,12.8,1,0
4187,4.8,420,24.0,72.0,0.37,12.6,8,11.2,0,1
4188,2.5,680,17.0,31.0,0.54,12.4,6,14.2,1,0
4189,11.8,440,62.0,163.0,0.44,8.8,7,13.6,0,1
4190,2.8,1590,15.0,75.0,0.64,9.4,5,20.6,1,0
4191,2.0,740,13.0,38.0,0.65,9.8,5,14.8,1,0
4192,9.7,550,15.0,170.0,0.65,9.9,8,15.0,0,1
4193,7.0,460,58.0,176.0,0.7,10.4,7,12.4,0,1
4194,1.9,790,8.0,62.0,0.58,9.3,6,13.4,1,0
4195,7.8,460,52.0,171.0,0.51,9.6,7,13.8,0,1
4196,2.0,190,23.5,72.0,0.47,11.8,8,13.6,0,1
4197,2.1,750,19.0,66.0,0.64,9.5,5,15.2,1,0
4198,2.4,440,29.0,157.0,0.56,10.6,8,15.4,0,1
4199,1.2,630,35.0,92.0,0.42,12.2,8,12.6,0,1
4200,6.2,780,25.0,42.0,0.77,12.6,7,17.4,1,0
4201,2.7,340,23.0,111.0,0.64,10.2,6,14.2,0,1
4202,5.5,430,21.0,114.0,0.53,10.7,9,13.6,0,1
4203,5.8,410,20.0,119.0,0.55,11.2,8,13.8,0,1
4204,1.9,890,23.0,147.0,0.59,9.7,5,15.4,1,0
4205,2.0,290,27.0,87.0,0.59,12.6,9,14.4,0,1
4206,12.9,330,59.0,186.0,0.49,9.4,7,13.8,0,1
4207,2.2,980,25.0,129.0,0.53,9.0,5,16.2,1,0
4208,4.7,420,19.0,127.0,0.42,10.4,7,14.8,0,1
4209,3.2,870,18.0,72.0,0.53,9.7,5,18.8,1,0
4210,1.8,310,30.0,93.0,0.39,11.4,7,16.4,0,1
4211,1.2,440,23.0,103.0,0.54,10.5,8,15.8,0,1
4212,13.1,500,26.0,180.0,0.53,9.1,8,15.0,0,1
4213,1.9,500,20.0,93.0,0.62,9.9,7,11.4,0,1
4214,2.5,910,20.0,49.0,0.86,10.6,7,17.4,1,0
4215,1.6,300,33.0,122.0,0.52,11.9,8,11.4,0,1
4216,2.6,840,21.0,75.0,0.57,9.7,5,18.0,1,0
4217,11.2,310,41.0,167.0,0.43,11.3,9,15.4,0,1
4218,3.2,270,28.0,87.0,0.32,11.3,9,15.6,0,1
4219,12.8,410,60.0,168.0,0.56,9.8,7,13.6,0,1
4220,12.8,370,61.5,182.0,0.34,8.8,7,14.8,0,1
4221,1.0,530,39.0,148.0,0.45,9.4,8,13.8,0,1
4222,2.3,1060,5.0,12.0,0.55,11.4,6,15.0,1,0
4223,6.0,440,11.0,77.0,0.56,9.7,7,14.2,0,1
4224,1.9,800,13.0,35.0,0.59,9.0,6,16.2,1,0
4225,9.3,500,35.0,154.0,0.5,10.4,8,14.6,0,1
4226,2.2,500,24.0,108.0,0.45,9.5,7,16.6,0,1
4227,5.7,520,56.0,152.0,0.88,10.5,8,12.0,0,1
4228,1.4,420,44.0,99.0,0.37,12.2,8,11.6,0,1
4229,1.2,450,69.0,152.0,0.63,11.0,9,10.8,0,1
4230,2.3,720,11.0,73.0,0.45,9.3,5,16.4,1,0
4231,2.3,600,19.0,72.0,0.72,11.8,6,17.6,1,0
4232,14.6,430,47.0,168.0,0.67,8.8,8,14.0,0,1
4233,10.4,490,57.0,205.0,0.45,9.3,7,15.2,0,1
4234,15.5,500,25.0,135.0,0.43,8.7,9,14.8,0,1
4235,1.6,350,21.0,126.0,0.45,10.2,8,15.0,0,1
4236,10.8,510,77.0,194.0,0.46,8.7,7,14.8,0,1
4237,2.4,1230,3.0,8.0,0.53,11.9,6,22.6,1,0
4238,9.8,540,59.0,140.0,0.39,10.2,8,11.2,0,1
4239,1.8,410,43.0,188.0,0.37,9.6,8,13.0,0,1
4240,1.9,360,4.0,117.0,0.44,12.2,7,12.4,0,1
4241,10.2,550,58.0,135.0,0.43,9.9,8,15.2,0,1
4242,1.7,400,41.0,192.0,0.59,10.4,9,13.0,0,1
4243,1.6,470,43.0,154.0,0.69,11.1,8,15.2,0,1
4244,1.8,1320,17.0,44.0,0.77,11.5,6,21.8,1,0
4246,13.6,420,58.0,166.0,0.54,9.4,7,16.4,0,1
4247,15.8,570,39.0,167.0,0.51,9.2,7,12.4,0,1
4248,1.3,560,34.0,176.0,0.51,9.5,7,15.2,0,1
4249,6.0,500,26.0,134.0,0.54,9.8,8,12.0,0,1
4250,12.2,490,54.0,133.0,0.37,10.7,8,12.4,0,1
4251,4.5,500,23.0,86.0,0.35,9.0,7,14.0,0,1
4252,2.1,620,5.0,14.0,0.79,10.6,5,19.8,1,0
4253,2.1,690,13.0,74.0,0.54,9.9,6,15.2,1,0
4254,1.2,510,29.0,122.0,0.66,11.3,8,10.8,0,1
4255,2.4,560,14.0,28.0,0.67,12.4,6,11.8,1,0
4256,2.5,970,7.0,31.0,0.6,9.3,6,17.4,1,0
4257,1.4,450,21.0,98.0,0.46,10.0,9,14.6,0,1
4258,1.0,430,46.0,110.0,0.65,10.8,8,14.0,0,1
4259,1.8,420,26.0,105.0,0.75,12.4,9,13.2,0,1
4260,12.0,560,68.0,143.0,0.3,9.2,8,15.2,0,1
4261,4.4,320,19.0,78.0,0.62,12.9,8,13.2,0,1
4262,4.8,520,49.0,142.0,0.62,9.2,7,13.0,0,1
4263,16.2,440,31.0,170.0,0.37,11.2,7,14.2,0,1
4265,12.85,480,30.0,161.0,0.47,9.5,8,13.4,0,1
4266,3.3,380,40.0,153.0,0.55,11.3,8,11.6,0,1
4267,7.2,600,41.0,132.0,0.59,11.3,8,14.4,0,1
4268,7.5,400,70.0,230.0,0.55,9.8,8,16.2,0,1
4269,12.9,490,62.0,162.5,0.45,9.1,8,14.6,0,1
4270,2.3,760,29.0,40.0,0.75,11.0,6,12.6,1,0
4271,2.1,1140,3.0,9.0,0.57,10.3,4,14.4,1,0
4272,1.8,820,27.0,51.0,0.64,10.4,5,14.2,1,0
4273,6.7,380,29.0,132.0,0.32,10.6,9,16.8,0,1
4274,8.2,440,60.0,196.0,0.48,9.4,7,13.2,0,1
4275,1.8,340,48.0,136.0,0.41,12.6,9,13.8,0,1
4276,2.1,480,4.0,11.0,0.76,10.8,6,12.4,1,0
4277,5.45,140,44.0,137.0,0.32,13.0,10,13.0,0,1
4278,7.9,530,45.0,149.0,0.52,9.3,7,12.4,0,1
4279,1.1,360,74.0,184.0,0.41,11.0,8,12.4,0,1
4280,3.2,310,20.0,89.0,0.33,12.0,9,12.4,0,1
4281,1.3,430,21.0,182.0,0.62,10.8,8,13.8,0,1
4282,7.6,400,45.0,215.0,0.53,9.2,8,15.2,0,1
4283,2.1,760,22.0,53.0,0.62,9.3,5,13.2,1,0
4284,15.6,540,62.0,227.0,0.56,10.4,7,13.2,0,1
4285,1.1,330,20.0,57.0,0.51,11.0,8,16.6,0,1
4286,1.3,380,22.0,101.0,0.39,11.4,8,13.8,0,1
4287,2.8,930,19.0,98.0,0.63,9.5,6,18.0,1,0
4288,1.1,380,28.0,99.0,0.72,10.6,8,14.6,0,1
4289,12.6,520,57.0,222.0,0.52,9.3,8,12.6,0,1
4290,9.9,370,40.0,146.0,0.37,11.5,8,13.6,0,1
4291,14.0,500,64.0,227.0,0.58,9.6,8,13.8,0,1
4292,1.5,370,37.0,107.0,0.68,12.0,9,13.2,0,1
4293,1.1,420,14.0,64.0,0.37,11.8,9,14.6,0,1
4294,1.6,280,7.0,46.0,0.6,10.9,8,13.6,0,1
4295,8.5,440,36.0,152.0,0.35,12.0,9,13.8,0,1
4296,1.7,1560,49.0,106.0,0.37,9.2,8,12.8,0,1
4297,1.9,1000,6.0,12.0,0.59,11.0,5,15.2,1,0
4298,7.9,530,45.0,149.0,0.52,9.3,7,12.4,0,1
4299,14.8,540,32.0,126.0,0.5,9.7,7,16.6,0,1
4300,1.9,640,53.0,77.0,0.87,11.0,7,17.2,1,0
4301,2.3,370,18.0,102.0,0.42,11.4,9,13.6,0,1
4302,9.4,560,29.0,183.0,0.43,9.4,7,13.8,0,1
4303,3.4,780,14.0,104.0,0.62,9.4,5,16.4,1,0
4304,19.25,430,38.0,167.0,0.52,9.1,9,13.8,0,1
4305,1.8,310,30.0,93.0,0.39,11.4,7,16.4,0,1
4306,18.05,500,35.0,144.0,0.42,8.8,7,14.0,0,1
4307,1.3,370,45.0,156.0,0.38,10.7,7,11.0,0,1
4308,7.7,440,63.0,212.0,0.48,9.7,8,13.2,0,1
4309,8.15,350,14.0,88.0,0.27,13.0,9,12.2,0,1
4310,8.9,500,24.0,90.0,0.46,9.8,8,14.0,0,1
4311,2.2,810,32.0,79.0,0.72,11.0,6,16.8,1,0
4312,4.2,290,37.0,100.0,0.36,11.8,10,10.6,0,1
4313,10.4,600,22.0,184.0,0.56,9.8,8,12.4,0,1
4314,1.9,250,14.0,153.0,0.62,10.5,8,13.2,0,1
4315,7.5,400,70.0,230.0,0.55,9.8,8,16.2,0,1
4316,16.65,440,39.0,110.0,0.48,9.0,8,11.4,0,1
4317,4.5,530,17.0,126.0,0.46,9.1,7,12.0,0,1
4318,4.6,440,25.0,78.0,0.38,10.2,8,13.2,0,1
4319,2.5,280,22.0,98.0,0.37,11.1,9,12.2,0,1
4320,1.5,530,26.0,106.0,0.47,11.1,8,14.4,0,1
4321,12.4,590,52.0,181.0,0.47,9.8,8,13.2,0,1
4322,1.1,410,49.0,123.0,0.45,11.1,8,16.2,0,1
4323,11.0,520,53.0,247.0,0.55,9.3,8,13.0,0,1
4324,1.5,330,14.0,122.0,0.39,10.3,6,16.0,0,1
4325,2.4,860,24.0,69.0,0.53,10.1,6,14.0,1,0
4326,0.8,430,33.0,144.0,0.39,9.1,8,13.0,0,1
4327,15.1,330,28.0,124.0,0.47,9.5,7,12.2,0,1
4328,1.6,290,41.0,102.0,0.55,12.7,9,11.8,0,1
4329,3.95,470,16.0,81.0,0.53,13.4,9,13.6,0,1
4330,2.7,270,11.0,100.0,0.4,13.2,9,11.2,0,1
4332,3.4,790,7.0,34.0,0.61,10.5,5,16.6,1,0
4333,1.8,820,27.0,51.0,0.64,10.4,5,14.2,1,0
4334,5.0,430,50.0,188.0,0.64,10.8,8,12.4,0,1
4335,9.5,700,33.0,172.0,0.55,9.1,8,14.4,0,1
4336,14.0,340,37.0,156.0,0.38,11.8,9,15.2,0,1
4337,2.0,670,28.0,48.0,0.54,10.0,4,14.6,1,0
4338,12.0,460,64.0,179.0,0.46,8.9,7,15.4,0,1
4339,2.1,490,12.0,136.0,0.46,11.6,9,14.0,0,1
4340,9.7,360,46.0,172.0,0.4,10.2,7,17.6,0,1
4341,4.0,380,17.0,98.0,0.53,13.0,9,13.2,0,1
4342,5.2,600,14.0,169.0,0.57,11.6,8,13.6,0,1
4343,2.5,680,34.0,102.0,0.78,12.8,6,14.4,1,0
4345,2.6,730,10.0,26.0,0.75,10.2,6,18.6,1,0
4346,13.1,420,29.0,197.0,0.64,9.7,7,16.8,0,1
4347,3.0,540,33.0,99.0,0.4,10.8,8,13.8,0,1
4348,8.2,440,37.0,181.0,0.68,9.5,8,21.4,0,1
4349,1.1,430,63.0,146.0,0.72,11.2,9,12.6,0,1
4350,1.5,330,55.0,144.0,0.42,10.0,7,13.2,0,1
4351,10.0,460,49.0,212.0,0.55,11.9,8,12.6,0,1
4352,1.3,360,7.0,49.0,0.73,10.3,7,16.2,0,1
4353,1.1,480,35.0,150.0,0.47,11.2,7,16.0,0,1
4354,1.2,330,36.0,111.0,0.37,12.4,8,13.2,0,1
4355,1.9,770,11.0,40.0,0.61,10.0,6,16.6,1,0
4356,4.3,930,51.0,77.5,0.45,9.5,5,13.2,1,0
4357,3.6,370,18.0,115.0,0.5,12.6,8,11.2,0,1
4358,4.0,310,40.0,99.0,0.39,12.8,9,11.6,0,1
4359,1.9,480,40.0,170.0,0.54,10.0,9,12.0,0,1
4360,0.9,230,49.0,87.0,0.36,11.1,8,16.2,0,1
4361,9.3,380,52.0,163.0,0.33,10.6,8,16.4,0,1
4362,13.3,450,53.0,243.0,0.48,8.5,8,12.8,0,1
4363,2.3,860,5.0,14.0,0.62,11.5,6,15.2,1,0
4364,2.2,400,24.0,125.0,0.48,10.5,8,12.4,0,1
4365,5.1,310,46.0,145.0,0.31,12.4,9,10.4,0,1
4366,1.0,310,33.0,93.0,0.68,11.2,8,15.2,0,1
4367,7.1,440,17.0,117.0,0.41,10.4,6,14.8,0,1
4368,3.4,760,16.0,112.0,0.61,9.4,5,16.6,1,0
4369,7.5,360,39.0,124.0,0.32,12.4,10,13.4,0,1
4370,11.9,520,51.0,149.0,0.58,10.4,8,13.6,0,1
4371,1.3,310,8.0,97.0,0.62,11.1,7,15.0,0,1
4372,11.0,420,45.0,148.0,0.46,8.7,7,12.8,0,1
4373,1.1,460,34.0,84.0,0.39,11.45,8,15.0,0,1
4374,1.5,660,27.0,55.0,0.51,9.3,5,15.2,1,0
4375,2.4,380,30.0,83.0,0.36,12.8,9,13.4,0,1
4376,9.6,570,50.0,185.0,0.38,9.6,8,13.8,0,1
